시행 : 0 S | 0 B
55159번째 시행 : 1 S | 1 B
55160번째 시행 : 0 S | 0 B
55161번째 시행 : 0 S | 1 B
55162번째 시행 : 0 S | 1 B
55163번째 시행 : 1 S | 0 B
55164번째 시행 : 0 S | 0 B
55165번째 시행 : 0 S | 0 B
55166번째 시행 : 0 S | 0 B
55167번째 시행 : 1 S | 0 B
55168번째 시행 : 0 S | 1 B
55169번째 시행 : 0 S | 2 B
55170번째 시행 : 0 S | 2 B
55171번째 시행 : 0 S | 1 B
55172번째 시행 : 1 S | 1 B
55173번째 시행 : 0 S | 2 B
55174번째 시행 : 2 S | 0 B
55175번째 시행 : 2 S | 0 B
55176번째 시행 : 0 S | 2 B
55177번째 시행 : 0 S | 0 B
55178번째 시행 : 0 S | 0 B
55179번째 시행 : 0 S | 1 B
55180번째 시행 : 1 S | 0 B
55181번째 시행 : 0 S | 1 B
55182번째 시행 : 0 S | 0 B
55183번째 시행 : 0 S | 0 B
55184번째 시행 : 0 S | 1 B
55185번째 시행 : 0 S | 1 B
55186번째 시행 : 0 S | 0 B
55187번째 시행 : 0 S | 1 B
55188번째 시행 : 0 S | 0 B
55189번째 시행 : 0 S | 1 B
55190번째 시행 : 1 S | 2 B
55191번째 시행 : 0 S | 2 B
55192번째 시행 : 0 S | 0 B
55193번째 시행 : 0 S | 0 B
55194번째 시행 : 0 S | 1 B
55195번째 시행 : 0 S | 2 B
55196번째 시행 : 0 S | 2 B
55197번째 시행 : 0 S | 1 B
55198번째 시행 : 0 S | 2 B
55199번째 시행 : 0 S | 1 B
55200번째 시행 : 0 S | 0 B
55201번째 시행 : 0 S | 0 B
55202번째 시행 : 0 S | 2 B
55203번째 시행 : 2 S | 0 B
55204번째 시행 : 3 S | 0 B
55205번째 시행 : 0 S | 1 B
55206번째 시행 : 1 S | 1 B
55207번째 시행 : 0 S | 0 B
55208번째 시행 : 1 S | 1 B
55209번째 시행 : 0 S | 1 B
55210번째 시행 : 1 S | 0 B
55211번째 시행 : 0 S | 1 B
55212번째 시행 : 0 S | 1 B
55213번째 시행 : 0 S | 1 B
55214번째 시행 : 0 S | 1 B
55215번째 시행 : 0 S | 2 B
55216번째 시행 : 1 S | 1 B
55217번째 시행 : 1 S | 0 B
55218번째 시행 : 1 S | 0 B
55219번째 시행 : 0 S | 1 B
55220번째 시행 : 0 S | 1 B
55221번째 시행 : 0 S | 1 B
55222번째 시행 : 1 S | 0 B
55223번째 시행 : 1 S | 0 B
55224번째 시행 : 0 S | 1 B
55225번째 시행 : 0 S | 0 B
55226번째 시행 : 0 S | 1 B
55227번째 시행 : 1 S | 1 B
55228번째 시행 : 1 S | 0 B
55229번째 시행 : 0 S | 2 B
55230번째 시행 : 0 S | 2 B
55231번째 시행 : 0 S | 1 B
55232번째 시행 : 0 S | 1 B
55233번째 시행 : 0 S | 1 B
55234번째 시행 : 0 S | 0 B
55235번째 시행 : 1 S | 0 B
55236번째 시행 : 0 S | 1 B
55237번째 시행 : 0 S | 1 B
55238번째 시행 : 0 S | 0 B
55239번째 시행 : 0 S | 1 B
55240번째 시행 : 0 S | 1 B
55241번째 시행 : 0 S | 1 B
55242번째 시행 : 0 S | 1 B
55243번째 시행 : 1 S | 2 B
55244번째 시행 : 0 S | 1 B
55245번째 시행 : 0 S | 0 B
55246번째 시행 : 0 S | 2 B
55247번째 시행 : 0 S | 0 B
55248번째 시행 : 0 S | 0 B
55249번째 시행 : 0 S | 1 B
55250번째 시행 : 0 S | 2 B
55251번째 시행 : 1 S | 1 B
55252번째 시행 : 1 S | 0 B
55253번째 시행 : 0 S | 0 B
55254번째 시행 : 0 S | 0 B
55255번째 시행 : 0 S | 1 B
55256번째 시행 : 0 S | 0 B
55257번째 시행 : 1 S | 1 B
55258번째 시행 : 0 S | 1 B
55259번째 시행 : 1 S | 2 B
55260번째 시행 : 0 S | 1 B
55261번째 시행 : 0 S | 0 B
55262번째 시행 : 0 S | 0 B
55263번째 시행 : 0 S | 2 B
55264번째 시행 : 1 S | 1 B
55265번째 시행 : 0 S | 1 B
55266번째 시행 : 0 S | 1 B
55267번째 시행 : 1 S | 1 B
55268번째 시행 : 0 S | 1 B
55269번째 시행 : 1 S | 1 B
55270번째 시행 : 0 S | 2 B
55271번째 시행 : 0 S | 1 B
55272번째 시행 : 0 S | 2 B
55273번째 시행 : 0 S | 1 B
55274번째 시행 : 0 S | 1 B
55275번째 시행 : 0 S | 2 B
55276번째 시행 : 0 S | 1 B
55277번째 시행 : 0 S | 0 B
55278번째 시행 : 0 S | 1 B
55279번째 시행 : 0 S | 0 B
55280번째 시행 : 0 S | 0 B
55281번째 시행 : 1 S | 0 B
55282번째 시행 : 1 S | 0 B
55283번째 시행 : 2 S | 0 B
55284번째 시행 : 0 S | 1 B
55285번째 시행 : 1 S | 1 B
55286번째 시행 : 0 S | 0 B
55287번째 시행 : 0 S | 0 B
55288번째 시행 : 1 S | 0 B
55289번째 시행 : 0 S | 0 B
55290번째 시행 : 0 S | 1 B
55291번째 시행 : 1 S | 1 B
55292번째 시행 : 0 S | 1 B
55293번째 시행 : 0 S | 1 B
55294번째 시행 : 1 S | 1 B
55295번째 시행 : 0 S | 1 B
55296번째 시행 : 0 S | 0 B
55297번째 시행 : 1 S | 1 B
55298번째 시행 : 2 S | 0 B
55299번째 시행 : 0 S | 0 B
55300번째 시행 : 0 S | 1 B
55301번째 시행 : 1 S | 0 B
55302번째 시행 : 0 S | 1 B
55303번째 시행 : 0 S | 1 B
55304번째 시행 : 0 S | 0 B
55305번째 시행 : 0 S | 1 B
55306번째 시행 : 0 S | 2 B
55307번째 시행 : 0 S | 1 B
55308번째 시행 : 0 S | 0 B
55309번째 시행 : 0 S | 0 B
55310번째 시행 : 0 S | 1 B
55311번째 시행 : 0 S | 1 B
55312번째 시행 : 0 S | 1 B
55313번째 시행 : 0 S | 0 B
55314번째 시행 : 0 S | 0 B
55315번째 시행 : 0 S | 0 B
55316번째 시행 : 0 S | 1 B
55317번째 시행 : 0 S | 1 B
55318번째 시행 : 0 S | 0 B
55319번째 시행 : 0 S | 1 B
55320번째 시행 : 0 S | 0 B
55321번째 시행 : 0 S | 1 B
55322번째 시행 : 1 S | 0 B
55323번째 시행 : 0 S | 0 B
55324번째 시행 : 0 S | 0 B
55325번째 시행 : 0 S | 2 B
55326번째 시행 : 0 S | 1 B
55327번째 시행 : 0 S | 1 B
55328번째 시행 : 0 S | 0 B
55329번째 시행 : 0 S | 0 B
55330번째 시행 : 1 S | 0 B
55331번째 시행 : 0 S | 0 B
55332번째 시행 : 0 S | 1 B
55333번째 시행 : 0 S | 0 B
55334번째 시행 : 0 S | 1 B
55335번째 시행 : 0 S | 1 B
55336번째 시행 : 0 S | 2 B
55337번째 시행 : 1 S | 0 B
55338번째 시행 : 1 S | 1 B
55339번째 시행 : 0 S | 1 B
55340번째 시행 : 0 S | 0 B
55341번째 시행 : 1 S | 1 B
55342번째 시행 : 0 S | 1 B
55343번째 시행 : 0 S | 1 B
55344번째 시행 : 0 S | 2 B
55345번째 시행 : 0 S | 0 B
55346번째 시행 : 1 S | 0 B
55347번째 시행 : 0 S | 3 B
55348번째 시행 : 0 S | 2 B
55349번째 시행 : 0 S | 1 B
55350번째 시행 : 1 S | 0 B
55351번째 시행 : 1 S | 1 B
55352번째 시행 : 0 S | 0 B
55353번째 시행 : 1 S | 0 B
55354번째 시행 : 0 S | 1 B
55355번째 시행 : 0 S | 1 B
55356번째 시행 : 0 S | 0 B
55357번째 시행 : 0 S | 1 B
55358번째 시행 : 1 S | 0 B
55359번째 시행 : 2 S | 0 B
55360번째 시행 : 0 S | 0 B
55361번째 시행 : 0 S | 1 B
55362번째 시행 : 0 S | 1 B
55363번째 시행 : 0 S | 0 B
55364번째 시행 : 0 S | 2 B
55365번째 시행 : 0 S | 0 B
55366번째 시행 : 0 S | 0 B
55367번째 시행 : 0 S | 1 B
55368번째 시행 : 1 S | 0 B
55369번째 시행 : 0 S | 1 B
55370번째 시행 : 0 S | 1 B
55371번째 시행 : 0 S | 1 B
55372번째 시행 : 0 S | 1 B
55373번째 시행 : 0 S | 0 B
55374번째 시행 : 1 S | 1 B
55375번째 시행 : 1 S | 2 B
55376번째 시행 : 0 S | 1 B
55377번째 시행 : 0 S | 2 B
55378번째 시행 : 0 S | 2 B
55379번째 시행 : 0 S | 0 B
55380번째 시행 : 1 S | 2 B
55381번째 시행 : 0 S | 1 B
55382번째 시행 : 1 S | 1 B
55383번째 시행 : 1 S | 0 B
55384번째 시행 : 0 S | 2 B
55385번째 시행 : 0 S | 0 B
55386번째 시행 : 0 S | 2 B
55387번째 시행 : 0 S | 1 B
55388번째 시행 : 0 S | 1 B
55389번째 시행 : 0 S | 1 B
55390번째 시행 : 1 S | 0 B
55391번째 시행 : 2 S | 0 B
55392번째 시행 : 1 S | 0 B
55393번째 시행 : 0 S | 1 B
55394번째 시행 : 0 S | 1 B
55395번째 시행 : 2 S | 0 B
55396번째 시행 : 1 S | 1 B
55397번째 시행 : 0 S | 1 B
55398번째 시행 : 1 S | 0 B
55399번째 시행 : 0 S | 0 B
55400번째 시행 : 1 S | 1 B
55401번째 시행 : 1 S | 0 B
55402번째 시행 : 0 S | 1 B
55403번째 시행 : 1 S | 0 B
55404번째 시행 : 1 S | 0 B
55405번째 시행 : 0 S | 1 B
55406번째 시행 : 1 S | 0 B
55407번째 시행 : 0 S | 1 B
55408번째 시행 : 0 S | 0 B
55409번째 시행 : 0 S | 1 B
55410번째 시행 : 0 S | 2 B
55411번째 시행 : 0 S | 0 B
55412번째 시행 : 0 S | 2 B
55413번째 시행 : 0 S | 1 B
55414번째 시행 : 1 S | 1 B
55415번째 시행 : 0 S | 1 B
55416번째 시행 : 0 S | 1 B
55417번째 시행 : 1 S | 0 B
55418번째 시행 : 1 S | 1 B
55419번째 시행 : 0 S | 1 B
55420번째 시행 : 0 S | 1 B
55421번째 시행 : 0 S | 2 B
55422번째 시행 : 1 S | 0 B
55423번째 시행 : 1 S | 0 B
55424번째 시행 : 1 S | 0 B
55425번째 시행 : 1 S | 0 B
55426번째 시행 : 0 S | 1 B
55427번째 시행 : 0 S | 1 B
55428번째 시행 : 0 S | 1 B
55429번째 시행 : 0 S | 0 B
55430번째 시행 : 0 S | 0 B
55431번째 시행 : 0 S | 0 B
55432번째 시행 : 1 S | 1 B
55433번째 시행 : 1 S | 1 B
55434번째 시행 : 0 S | 1 B
55435번째 시행 : 0 S | 1 B
55436번째 시행 : 1 S | 0 B
55437번째 시행 : 0 S | 0 B
55438번째 시행 : 1 S | 0 B
55439번째 시행 : 0 S | 0 B
55440번째 시행 : 1 S | 0 B
55441번째 시행 : 1 S | 0 B
55442번째 시행 : 0 S | 1 B
55443번째 시행 : 0 S | 2 B
55444번째 시행 : 0 S | 0 B
55445번째 시행 : 0 S | 1 B
55446번째 시행 : 3 S | 0 B
55447번째 시행 : 1 S | 1 B
55448번째 시행 : 0 S | 2 B
55449번째 시행 : 0 S | 2 B
55450번째 시행 : 0 S | 1 B
55451번째 시행 : 1 S | 0 B
55452번째 시행 : 1 S | 0 B
55453번째 시행 : 1 S | 0 B
55454번째 시행 : 0 S | 0 B
55455번째 시행 : 1 S | 0 B
55456번째 시행 : 0 S | 0 B
55457번째 시행 : 1 S | 0 B
55458번째 시행 : 0 S | 0 B
55459번째 시행 : 1 S | 1 B
55460번째 시행 : 0 S | 0 B
55461번째 시행 : 0 S | 2 B
55462번째 시행 : 1 S | 1 B
55463번째 시행 : 0 S | 2 B
55464번째 시행 : 0 S | 0 B
55465번째 시행 : 0 S | 0 B
55466번째 시행 : 1 S | 1 B
55467번째 시행 : 0 S | 1 B
55468번째 시행 : 0 S | 1 B
55469번째 시행 : 0 S | 1 B
55470번째 시행 : 0 S | 2 B
55471번째 시행 : 0 S | 0 B
55472번째 시행 : 0 S | 1 B
55473번째 시행 : 0 S | 0 B
55474번째 시행 : 0 S | 1 B
55475번째 시행 : 1 S | 1 B
55476번째 시행 : 0 S | 1 B
55477번째 시행 : 2 S | 0 B
55478번째 시행 : 0 S | 2 B
55479번째 시행 : 0 S | 1 B
55480번째 시행 : 0 S | 0 B
55481번째 시행 : 0 S | 1 B
55482번째 시행 : 0 S | 1 B
55483번째 시행 : 0 S | 2 B
55484번째 시행 : 1 S | 0 B
55485번째 시행 : 0 S | 1 B
55486번째 시행 : 1 S | 0 B
55487번째 시행 : 0 S | 2 B
55488번째 시행 : 0 S | 1 B
55489번째 시행 : 0 S | 2 B
55490번째 시행 : 0 S | 2 B
55491번째 시행 : 0 S | 1 B
55492번째 시행 : 1 S | 0 B
55493번째 시행 : 1 S | 0 B
55494번째 시행 : 2 S | 0 B
55495번째 시행 : 0 S | 0 B
55496번째 시행 : 0 S | 2 B
55497번째 시행 : 0 S | 0 B
55498번째 시행 : 0 S | 2 B
55499번째 시행 : 0 S | 1 B
55500번째 시행 : 0 S | 1 B
55501번째 시행 : 0 S | 1 B
55502번째 시행 : 0 S | 0 B
55503번째 시행 : 0 S | 2 B
55504번째 시행 : 0 S | 1 B
55505번째 시행 : 0 S | 0 B
55506번째 시행 : 0 S | 0 B
55507번째 시행 : 1 S | 1 B
55508번째 시행 : 2 S | 0 B
55509번째 시행 : 1 S | 0 B
55510번째 시행 : 0 S | 0 B
55511번째 시행 : 0 S | 1 B
55512번째 시행 : 0 S | 1 B
55513번째 시행 : 0 S | 0 B
55514번째 시행 : 0 S | 0 B
55515번째 시행 : 0 S | 1 B
55516번째 시행 : 0 S | 1 B
55517번째 시행 : 1 S | 0 B
55518번째 시행 : 1 S | 0 B
55519번째 시행 : 0 S | 1 B
55520번째 시행 : 0 S | 2 B
55521번째 시행 : 0 S | 0 B
55522번째 시행 : 0 S | 0 B
55523번째 시행 : 0 S | 1 B
55524번째 시행 : 0 S | 0 B
55525번째 시행 : 0 S | 0 B
55526번째 시행 : 0 S | 2 B
55527번째 시행 : 0 S | 2 B
55528번째 시행 : 0 S | 1 B
55529번째 시행 : 0 S | 0 B
55530번째 시행 : 0 S | 0 B
55531번째 시행 : 0 S | 1 B
55532번째 시행 : 0 S | 1 B
55533번째 시행 : 0 S | 0 B
55534번째 시행 : 0 S | 0 B
55535번째 시행 : 0 S | 0 B
55536번째 시행 : 0 S | 2 B
55537번째 시행 : 0 S | 1 B
55538번째 시행 : 0 S | 1 B
55539번째 시행 : 0 S | 0 B
55540번째 시행 : 0 S | 2 B
55541번째 시행 : 0 S | 1 B
55542번째 시행 : 1 S | 1 B
55543번째 시행 : 0 S | 2 B
55544번째 시행 : 0 S | 1 B
55545번째 시행 : 0 S | 1 B
55546번째 시행 : 0 S | 2 B
55547번째 시행 : 0 S | 1 B
55548번째 시행 : 1 S | 1 B
55549번째 시행 : 0 S | 1 B
55550번째 시행 : 1 S | 0 B
55551번째 시행 : 0 S | 0 B
55552번째 시행 : 0 S | 1 B
55553번째 시행 : 0 S | 1 B
55554번째 시행 : 0 S | 1 B
55555번째 시행 : 0 S | 2 B
55556번째 시행 : 2 S | 0 B
55557번째 시행 : 0 S | 1 B
55558번째 시행 : 0 S | 1 B
55559번째 시행 : 0 S | 0 B
55560번째 시행 : 0 S | 2 B
55561번째 시행 : 0 S | 1 B
55562번째 시행 : 1 S | 1 B
55563번째 시행 : 0 S | 1 B
55564번째 시행 : 1 S | 1 B
55565번째 시행 : 0 S | 1 B
55566번째 시행 : 0 S | 1 B
55567번째 시행 : 1 S | 1 B
55568번째 시행 : 1 S | 1 B
55569번째 시행 : 0 S | 0 B
55570번째 시행 : 0 S | 0 B
55571번째 시행 : 0 S | 0 B
55572번째 시행 : 0 S | 1 B
55573번째 시행 : 0 S | 1 B
55574번째 시행 : 0 S | 0 B
55575번째 시행 : 0 S | 0 B
55576번째 시행 : 1 S | 0 B
55577번째 시행 : 1 S | 1 B
55578번째 시행 : 0 S | 0 B
55579번째 시행 : 0 S | 1 B
55580번째 시행 : 0 S | 2 B
55581번째 시행 : 1 S | 0 B
55582번째 시행 : 0 S | 1 B
55583번째 시행 : 0 S | 0 B
55584번째 시행 : 0 S | 1 B
55585번째 시행 : 0 S | 0 B
55586번째 시행 : 0 S | 1 B
55587번째 시행 : 0 S | 0 B
55588번째 시행 : 1 S | 0 B
55589번째 시행 : 0 S | 2 B
55590번째 시행 : 0 S | 1 B
55591번째 시행 : 1 S | 0 B
55592번째 시행 : 0 S | 1 B
55593번째 시행 : 0 S | 1 B
55594번째 시행 : 1 S | 0 B
55595번째 시행 : 0 S | 0 B
55596번째 시행 : 0 S | 0 B
55597번째 시행 : 1 S | 0 B
55598번째 시행 : 0 S | 0 B
55599번째 시행 : 0 S | 1 B
55600번째 시행 : 0 S | 0 B
55601번째 시행 : 0 S | 1 B
55602번째 시행 : 1 S | 0 B
55603번째 시행 : 1 S | 2 B
55604번째 시행 : 0 S | 1 B
55605번째 시행 : 0 S | 2 B
55606번째 시행 : 0 S | 0 B
55607번째 시행 : 0 S | 0 B
55608번째 시행 : 0 S | 1 B
55609번째 시행 : 0 S | 0 B
55610번째 시행 : 0 S | 2 B
55611번째 시행 : 0 S | 0 B
55612번째 시행 : 0 S | 0 B
55613번째 시행 : 0 S | 2 B
55614번째 시행 : 1 S | 0 B
55615번째 시행 : 1 S | 1 B
55616번째 시행 : 0 S | 1 B
55617번째 시행 : 0 S | 1 B
55618번째 시행 : 0 S | 1 B
55619번째 시행 : 1 S | 0 B
55620번째 시행 : 0 S | 1 B
55621번째 시행 : 0 S | 1 B
55622번째 시행 : 0 S | 0 B
55623번째 시행 : 0 S | 1 B
55624번째 시행 : 0 S | 1 B
55625번째 시행 : 1 S | 0 B
55626번째 시행 : 0 S | 0 B
55627번째 시행 : 0 S | 0 B
55628번째 시행 : 0 S | 1 B
55629번째 시행 : 1 S | 1 B
55630번째 시행 : 0 S | 1 B
55631번째 시행 : 0 S | 1 B
55632번째 시행 : 0 S | 1 B
55633번째 시행 : 0 S | 0 B
55634번째 시행 : 0 S | 1 B
55635번째 시행 : 0 S | 1 B
55636번째 시행 : 0 S | 1 B
55637번째 시행 : 1 S | 0 B
55638번째 시행 : 0 S | 1 B
55639번째 시행 : 0 S | 1 B
55640번째 시행 : 0 S | 0 B
55641번째 시행 : 0 S | 2 B
55642번째 시행 : 1 S | 0 B
55643번째 시행 : 0 S | 0 B
55644번째 시행 : 0 S | 1 B
55645번째 시행 : 1 S | 1 B
55646번째 시행 : 0 S | 0 B
55647번째 시행 : 1 S | 0 B
55648번째 시행 : 0 S | 0 B
55649번째 시행 : 0 S | 2 B
55650번째 시행 : 1 S | 0 B
55651번째 시행 : 1 S | 0 B
55652번째 시행 : 0 S | 1 B
55653번째 시행 : 1 S | 0 B
55654번째 시행 : 0 S | 1 B
55655번째 시행 : 0 S | 2 B
55656번째 시행 : 1 S | 1 B
55657번째 시행 : 1 S | 1 B
55658번째 시행 : 0 S | 1 B
55659번째 시행 : 2 S | 0 B
55660번째 시행 : 1 S | 0 B
55661번째 시행 : 0 S | 1 B
55662번째 시행 : 0 S | 2 B
55663번째 시행 : 0 S | 1 B
55664번째 시행 : 0 S | 0 B
55665번째 시행 : 0 S | 1 B
55666번째 시행 : 0 S | 1 B
55667번째 시행 : 1 S | 0 B
55668번째 시행 : 0 S | 1 B
55669번째 시행 : 0 S | 1 B
55670번째 시행 : 1 S | 0 B
55671번째 시행 : 0 S | 0 B
55672번째 시행 : 1 S | 0 B
55673번째 시행 : 0 S | 1 B
55674번째 시행 : 0 S | 1 B
55675번째 시행 : 0 S | 0 B
55676번째 시행 : 0 S | 0 B
55677번째 시행 : 0 S | 1 B
55678번째 시행 : 1 S | 0 B
55679번째 시행 : 0 S | 1 B
55680번째 시행 : 0 S | 1 B
55681번째 시행 : 0 S | 1 B
55682번째 시행 : 0 S | 0 B
55683번째 시행 : 0 S | 1 B
55684번째 시행 : 0 S | 1 B
55685번째 시행 : 0 S | 0 B
55686번째 시행 : 1 S | 0 B
55687번째 시행 : 0 S | 1 B
55688번째 시행 : 0 S | 2 B
55689번째 시행 : 0 S | 1 B
55690번째 시행 : 0 S | 0 B
55691번째 시행 : 0 S | 1 B
55692번째 시행 : 0 S | 1 B
55693번째 시행 : 0 S | 1 B
55694번째 시행 : 1 S | 0 B
55695번째 시행 : 0 S | 1 B
55696번째 시행 : 0 S | 0 B
55697번째 시행 : 0 S | 1 B
55698번째 시행 : 0 S | 0 B
55699번째 시행 : 0 S | 2 B
55700번째 시행 : 1 S | 1 B
55701번째 시행 : 0 S | 0 B
55702번째 시행 : 1 S | 0 B
55703번째 시행 : 0 S | 1 B
55704번째 시행 : 0 S | 1 B
55705번째 시행 : 1 S | 0 B
55706번째 시행 : 0 S | 1 B
55707번째 시행 : 0 S | 1 B
55708번째 시행 : 0 S | 0 B
55709번째 시행 : 0 S | 1 B
55710번째 시행 : 1 S | 0 B
55711번째 시행 : 2 S | 0 B
55712번째 시행 : 1 S | 0 B
55713번째 시행 : 1 S | 0 B
55714번째 시행 : 0 S | 0 B
55715번째 시행 : 0 S | 1 B
55716번째 시행 : 0 S | 1 B
55717번째 시행 : 0 S | 0 B
55718번째 시행 : 0 S | 1 B
55719번째 시행 : 0 S | 0 B
55720번째 시행 : 1 S | 0 B
55721번째 시행 : 0 S | 2 B
55722번째 시행 : 0 S | 0 B
55723번째 시행 : 0 S | 1 B
55724번째 시행 : 1 S | 0 B
55725번째 시행 : 0 S | 0 B
55726번째 시행 : 0 S | 0 B
55727번째 시행 : 2 S | 0 B
55728번째 시행 : 0 S | 0 B
55729번째 시행 : 0 S | 1 B
55730번째 시행 : 2 S | 0 B
55731번째 시행 : 0 S | 0 B
55732번째 시행 : 1 S | 0 B
55733번째 시행 : 1 S | 1 B
55734번째 시행 : 1 S | 1 B
55735번째 시행 : 0 S | 0 B
55736번째 시행 : 1 S | 0 B
55737번째 시행 : 1 S | 0 B
55738번째 시행 : 0 S | 2 B
55739번째 시행 : 1 S | 1 B
55740번째 시행 : 0 S | 2 B
55741번째 시행 : 0 S | 0 B
55742번째 시행 : 1 S | 1 B
55743번째 시행 : 1 S | 1 B
55744번째 시행 : 1 S | 0 B
55745번째 시행 : 0 S | 0 B
55746번째 시행 : 1 S | 0 B
55747번째 시행 : 1 S | 1 B
55748번째 시행 : 0 S | 0 B
55749번째 시행 : 0 S | 1 B
55750번째 시행 : 0 S | 1 B
55751번째 시행 : 1 S | 0 B
55752번째 시행 : 0 S | 0 B
55753번째 시행 : 0 S | 0 B
55754번째 시행 : 1 S | 0 B
55755번째 시행 : 1 S | 1 B
55756번째 시행 : 0 S | 1 B
55757번째 시행 : 0 S | 2 B
55758번째 시행 : 0 S | 0 B
55759번째 시행 : 1 S | 0 B
55760번째 시행 : 0 S | 0 B
55761번째 시행 : 1 S | 0 B
55762번째 시행 : 0 S | 0 B
55763번째 시행 : 1 S | 0 B
55764번째 시행 : 0 S | 2 B
55765번째 시행 : 0 S | 0 B
55766번째 시행 : 0 S | 1 B
55767번째 시행 : 0 S | 1 B
55768번째 시행 : 0 S | 1 B
55769번째 시행 : 1 S | 0 B
55770번째 시행 : 0 S | 1 B
55771번째 시행 : 0 S | 1 B
55772번째 시행 : 0 S | 1 B
55773번째 시행 : 1 S | 0 B
55774번째 시행 : 1 S | 0 B
55775번째 시행 : 0 S | 0 B
55776번째 시행 : 1 S | 0 B
55777번째 시행 : 0 S | 2 B
55778번째 시행 : 0 S | 2 B
55779번째 시행 : 0 S | 1 B
55780번째 시행 : 1 S | 0 B
55781번째 시행 : 0 S | 1 B
55782번째 시행 : 0 S | 0 B
55783번째 시행 : 3 S | 0 B
55784번째 시행 : 0 S | 0 B
55785번째 시행 : 0 S | 1 B
55786번째 시행 : 0 S | 1 B
55787번째 시행 : 1 S | 0 B
55788번째 시행 : 0 S | 0 B
55789번째 시행 : 0 S | 1 B
55790번째 시행 : 0 S | 0 B
55791번째 시행 : 0 S | 0 B
55792번째 시행 : 1 S | 0 B
55793번째 시행 : 0 S | 2 B
55794번째 시행 : 0 S | 1 B
55795번째 시행 : 0 S | 0 B
55796번째 시행 : 1 S | 0 B
55797번째 시행 : 0 S | 2 B
55798번째 시행 : 0 S | 2 B
55799번째 시행 : 0 S | 2 B
55800번째 시행 : 0 S | 0 B
55801번째 시행 : 0 S | 0 B
55802번째 시행 : 1 S | 1 B
55803번째 시행 : 0 S | 2 B
55804번째 시행 : 1 S | 2 B
55805번째 시행 : 0 S | 2 B
55806번째 시행 : 0 S | 1 B
55807번째 시행 : 0 S | 0 B
55808번째 시행 : 0 S | 2 B
55809번째 시행 : 0 S | 0 B
55810번째 시행 : 0 S | 2 B
55811번째 시행 : 0 S | 1 B
55812번째 시행 : 0 S | 1 B
55813번째 시행 : 0 S | 1 B
55814번째 시행 : 0 S | 2 B
55815번째 시행 : 0 S | 1 B
55816번째 시행 : 1 S | 0 B
55817번째 시행 : 1 S | 0 B
55818번째 시행 : 0 S | 1 B
55819번째 시행 : 0 S | 1 B
55820번째 시행 : 0 S | 1 B
55821번째 시행 : 0 S | 0 B
55822번째 시행 : 0 S | 0 B
55823번째 시행 : 0 S | 1 B
55824번째 시행 : 0 S | 2 B
55825번째 시행 : 0 S | 2 B
55826번째 시행 : 1 S | 0 B
55827번째 시행 : 1 S | 1 B
55828번째 시행 : 0 S | 2 B
55829번째 시행 : 0 S | 3 B
